Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Plusle (P3)	P3	P3_005	Lightning	Basic	50	Fighting x2	Metal -30	1	Rare	[C] Cheer Up. Draw a card. If you have Plusle in play, draw 2 cards instead. | [L][C] Positive Ion: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage. | [L][L] Body Bolt. Choose 1 of your opponent's Pokemon that has any Poke-Bodies. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Vaporeon (P3)	P3	P3_006	Water	Stage 1 - Eevee	70	Lightning x2		1	Rare	[C] Bite: 20 damage. | [W][C] Water Gun: 30+ damage. Does 30 damage plus 20 more damage for each [W] Energy attached to Vaporeon but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.
Combusken (P3)	P3	P3_007	Fire	Stage 1 - Torchic	70	Water x2		1	Uncommon	[C] Scratch: 10 damage. | [R][C][C] Flamethrower: 50 damage. Discard a [R] Energy attached to Combusken.
Donphan (P3)	P3	P3_008	Fighting	Stage 1 - Phanpy	80	Grass x2		1	Uncommon	[C] Sniff Out. Put any 1 card from your discard pile into your hand. | [F][C][C] Fury Attack: 30x damage. Flip 3 coins. This attack does 30 damage times the number of heads.
Forretress (P3)	P3	P3_009	Grass	Stage 1 - Pineco	70	Fire x2		2	Uncommon	[C][C] Tackle: 20 damage. | [G][G][C] Toxic: 20 damage. The Defending Pokemon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pokemon between turns.
High Pressure System (P3)	P3	P3_010		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card. | Each player pays [C] less to retreat his or her [R] and [W] Pokemon.
Low Pressure System (P3)	P3	P3_011		Trainer - Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card. | Each [G] and [L] Pokemon in play (both your and your opponent's) gets +10 HP.
Ditto (P3)	P3	P3_012	Psychic	Basic	60	Psychic x2		1	Common	Poke-Power: Duplicate. Once during your turn (before your attack), you may search your deck for another Ditto and switch it with Ditto. (Any cards attached to Ditto, damage counter, Special Conditions, and effects on it are now on the new Pokemon.) If you do, put Ditto on top of your deck. Shuffle your deck afterward. You can't use more than 1 Duplicate Poke-Power each turn. | [P][C] Psybeam: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Eevee (P3)	P3	P3_013	Colorless	Basic	50	Fighting x2		1	Common	[C] Tackle: 10 damage. | [C][C] Take Down: 30 damage. Eevee does 10 damage to itself.
Ivysaur (P3)	P3	P3_014	Grass	Stage 1 - Bulbasaur	70	Psychic x2		1	Common	[C] Gouge: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. | [G][C][C] Poisonpowder: 40 damage. The Defending Pokemon is now Poisoned.
Marshtomp (P3)	P3	P3_015	Fighting	Stage 1 - Mudkip	70	Grass x2		1	Common	[F] Mud Slap: 20 damage. | [C][C][C] Double-edge: 40 damage. Marshtomp does 10 damage to itself.
Pichu Bros. (P3)	P3	P3_016	Lightning	Basic	60	Fighting x2		1	Common	[L][L] Bustle: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads. If either coin is heads, the Defending Pokemon is now Confused.
Ho-Oh ex (P3)	P3	P3_017	Fire	Basic (ex)	110	Water x2		2	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Power: Golden Wing. If Ho-Oh ex would be Knocked Out by damage from an opponent's attack, you may move up to 2 Energy attached to Ho-Oh ex to your Pokemon in any way you like. | [C][C][C] Rainbow Burn: 10+ damage. Does 10 damage plus 20 more damage for each type of basic Energy card attached to Ho-Oh ex.
Chimecho (P4)	P4	P4_001	Metal	Basic (Delta)	60	Psychic x2		1	Rare	[C] Wrap: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [M][C] Sonicboom: 30 damage. This attack's damage isn't affected by Weakness or Resistance.
Deoxys (P4)	P4	P4_002	Colorless	Basic (Delta)	70	Psychic x2		1	Rare	Poke-Power: Form Change. Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poke-Power each turn. | [C][C] Crystal Laser: 20 damage. During your next turn, Deoxys's attacks do 40 more damage to the Defending Pokemon (before applying Weakness and Resistance).
Flygon (P4)	P4	P4_003	Fighting	Stage 2 - Vibrava	120	Water x2		2	Rare	Poke-Body: Levitate. As long as Flygon has any Energy attached to it, the Retreat Cost for Flygon is 0. | [F][C] Bite: 30 damage. | [F][C][C][C] Sand Pit: 70 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Mew (P4)	P4	P4_004	Psychic	Basic	70	Psychic x2		1	Rare	Poke-Body: Reactive Barrier. As long as Mew has any React Energy cards attached to it, prevent all effects, excluding damage, done to Mew by attacks from your opponent's Pokemon. | [P][C] Psyshock: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Sceptile (P4)	P4	P4_005	Grass	Stage 2 - Grovyle	100	Fire x2	Water -30	3	Rare	Poke-Power: Energy Trans. As often as you like during your turn (before your attack), move a [G] Energy card attached to 1 of your Pokemon to another of your Pokemon. This power can't be used if Sceptile is affected by a Special Condition. | [G][C][C] Tail Rap: 50x damage. Flip 2 coins. This attack does 50 damage times the number of heads.
Combusken (P4)	P4	P4_006	Fire	Stage 1 - Torchic	70	Water x2		1	Uncommon	[R] Smokescreen: 10 damage. If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flip a coin. If tails, that attack does nothing. | [R][C][C] Sky Uppercut: 40 damage. This attack's damage isn't affected by Resistance.
Grovyle (P4)	P4	P4_007	Grass	Stage 1 - Treecko	70	Fire x2	Water -30	1	Uncommon	[C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. | [G][C] Blot: 20 damage. Remove 2 damage counters from Grovyle.
Heal Energy (P4)	P4	P4_008		Energy - Special					Uncommon	Heal Energy provides [C] Energy. When you attach this card from your hand to 1 of your Pokemon, remove 1 damage counter and all Special Conditions from that Pokemon. If Heal Energy is attached to Pokemon-ex, Heal Energy has no effect other than providing Energy.
Pokemon Fan Club (P4)	P4	P4_009		Trainer - Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward.
Scramble Energy (P4)	P4	P4_010		Energy - Special					Uncommon	Scramble Energy can be attached only to an Evolved Pokemon (excluding Pokemon-ex). Scramble Energy provides [C] Energy. While in play, if you have more Prize cards left than your opponent, Scramble Energy provides every type of Energy but provides only 3 in any combination at a time. If the Pokemon Scramble Energy is attached to isn't an Evolved Pokemon (or evolves into Pokemon-ex), discard Scramble Energy.
Mudkip (P4)	P4	P4_011	Water	Basic	50	Grass x2		1	Common	[W][C] Super Hypno Wave: 20 damage. The Defending Pokemon is now Asleep.
Pidgey (P4)	P4	P4_012	Colorless	Basic	40	Lightning x2	Fighting -30	1	Common	[C][C] Quick Attack: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
Pikachu (P4)	P4	P4_013	Lightning	Basic	50	Fighting x2		1	Common	[L][C] Spark: 20 damage. Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Squirtle (P4)	P4	P4_014	Water	Basic	50	Lightning x2		1	Common	Poke-Body: Shell Retreat. As long as Squirtle has any Energy cards attached to it, damage done to Squirtle by an opponent's attack is reduced by 10 (after applying Weakness and Resistance). | [C] Tackle: 10 damage.
Treecko (P4)	P4	P4_015	Psychic	Basic (Delta)	40	Fire x2	Water -30	1	Common	[C] Pound: 10 damage. | [P] Shining Claws: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Wobbuffet (P4)	P4	P4_016	Psychic	Basic	80	Psychic x2		2	Common	[C] Nap. Remove 2 damage counters from Wobbuffet. | [P][C] Expand: 20 damage. During your opponent's next turn, any damage done to Wobbuffet is reduced by 20 (after applying Weakness and Resistance).
Deoxys ex (P4)	P4	P4_017	Psychic	Basic (ex)	110	Psychic x2		1	Rare Holo ex	When Pokemon-ex has been Knocked Out, your opponent takes 2 Prize cards. | Poke-Power: Form Change. Once during your turn (before your attack), you may search your deck for another Deoxys ex and switch it with Deoxys ex. (Any cards attached to Deoxys ex, damage counters, Special Conditions, and effects on it are now on the new Pokemon.) If you do, put Deoxys ex on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poke-Power each turn. | [C][C][C] Fastwave: 50 damage. This attack's damage isn't affected by Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.
Ho-Oh (P5)	P5	P5_001	Fire	Basic	80	Water x2		2	Rare	[R][C] Fire Wing: 20 damage. | [R][R][R][C] Fire Blast: 60 damage. Discard a [R] Energy attached to Ho-Oh.
Lugia (P5)	P5	P5_002	Psychic	Basic	80	Psychic x2		2	Rare	[P][C] Super Psy Bolt: 20 damage. | [P][C][C] Aerowing: 30 damage. Before doing damage, you may flip a coin. If tails, this attack does nothing. If heads, this attack does 60 damage instead.
Mew (P5)	P5	P5_003	Fire	Basic (Delta)	60	Psychic x2		1	Rare	[C] Copy. Choose 1 of the Defending Pokemon's attacks. Copy copies that attack. This attack does nothing if Mew doesn't have the Energy necessary to use that attack. (You must still do anything else required for that attack.) Mew performs that attack. | [R] Extra Draw. If your opponent has any Pokemon-ex in play, search your deck for up to 2 basic Energy cards and attach them to Mew. Shuffle your deck afterward.
Double Rainbow Energy (P5)	P5	P5_004		Energy - Special					Rare	Double Rainbow Energy can be attached only to an Evolved Pokemon (excluding Pokemon-ex). While in play, Double Rainbow Energy provides every type of Energy but provides 2 Energy at a time. (Has no effect other than providing Energy.) Damage done to your opponent's Pokemon by the Pokemon Double Rainbow Energy is attached to is reduced by 10 (before applying Weakness and Resistance). When the Pokemon Double Rainbow Energy is attached to is no longer an Evolved Pokemon, discard Double Rainbow Energy.
Charmeleon (P5)	P5	P5_005	Lightning	Stage 1 - Charmander (Delta)	70	Water x2		1	Uncommon	[C][C] Slash: 20 damage. | [L][C][C] Thunder Jolt: 50 damage. Flip a coin. If tails, Charmeleon does 10 damage to itself.
Bill's Maintenance (P5)	P5	P5_006		Trainer - Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | If you have any cards in your hand, shuffle 1 of them into your deck, then draw 3 cards.
Rare Candy (P5)	P5	P5_007		Trainer					Uncommon	Choose 1 of your Basic Pokemon in play. If you have a Stage 1 or Stage 2 card that evolves from that Pokemon is your hand, put that card on the Basic Pokemon. (This counts as evolving that Pokemon.)
Boost Energy (P5)	P5	P5_008		Energy - Special					Uncommon	Boost Energy can be attached only to an Evolved Pokemon. Discard Boost Energy at the end of the turn it was attached. Boost Energy provides [C][C][C] Energy. The Pokemon Boost Energy is attached to can't retreat. If the Pokemon Boost Energy is attached to isn't an Evolved Pokemon, discard Boost Energy.
Delta Rainbow Energy (P5)	P5	P5_009		Energy - Special (Delta)					Uncommon	Delta Rainbow Energy provides [C] Energy. While attached to a Pokemon that has Delta on its card, Delta Rainbow Energy provides every type of Energy but provides only 1 Energy at a time. (Has no effect other than providing Energy.)
Charmander (P5)	P5	P5_010	Lightning	Basic (Delta)	50	Water x2		1	Common	[C] Scratch: 10 damage. | [L][C] Bite: 20 damage.
Meowth (P5)	P5	P5_011	Darkness	Basic (Delta)	40	Fighting x2		1	Common	[D] Feint Attack. Choose 1 of your opponent's Pokemon. This attack does 10 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.
Pikachu (P5-1)	P5	P5_012	Lightning	Basic	50	Fighting x2		1	Common	[L] Lightning Ball: 10 damage. | [L][C][C] Thunderbolt: 50 damage. Discard all Energy cards attached to Pikachu.
Pikachu (P5-2)	P5	P5_013	Metal	Basic (Delta)	40	Fighting x2		1	Common	[C] Electric Punch: 10 damage. | [C][C] Heavy Metal: 10+ damage. Flip a coin for each [M] Energy attached to Pikachu. This attack does 10 damage plus 20 more damage for each heads.
Pelipper (P5)	P5	P5_014	Lightning	Stage 1 - Wingull (Delta)	70	Lightning x2	Fighting -30	0	Common	Poke-Body: Mist. Any damage done to Pelipper by attacks from Stage 2 Evolved Pokemon (both yours and your opponent's) is reduced by 30 (after applying Weakness and Resistance). | [L][C][C] Lightning Wing: 50 damage. Does 10 damage to 1 of your Benched Pokemon.
Zangoose (P5)	P5	P5_015	Metal	Basic (Delta)	70	Fighting x2		1	Common	[C] Detect. Flip a coin. If heads, prevent all effects of an attack, including damage, done to Zangoose during your opponent's next turn. | [M][C][C] Metal Claw: 40 damage.
Espeon Star (P5)	P5	P5_016	Psychic	Basic (Star)	70	Psychic x2		1	Shiny Rare	You can't have more than 1 Pokemon Star in your deck. | Poke-Power: Purple Ray. Once during your turn, when you put Espeon Star from your hand onto your Bench, you may use this power. Each Active Pokemon (both yours and your opponent's) is now Confused. | [P][P][C] Psychic Boom: 30+ damage. Does 30 damage plus 10 more damage for each Energy attached to the Defending Pokemon.
Umbreon Star (P5)	P5	P5_017	Darkness	Basic (Star)	70	Fighting x2	Psychic -30	1	Shiny Rare	You can't have more than 1 Pokemon Star in your deck. | Poke-Power: Dark Ray. Once during your turn, when you put Umbreon Star from your hand onto your Bench, you may choose 1 card from your opponent's hand without looking and discard it. | [D][D] Feint Attack. Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon.
Bastiodon (P6)	P6	P6_001	Metal	Stage 2 - Shieldon	130	Fire +40	Psychic -20	3	Rare	Poke-Body: Protective Wall. Prevent all damage done to your Benched Pokemon by your opponent's attacks. | [M][M][C] Anger Revenge: 60 damage. If Bastiodon was damaged by an attack during your opponent's last turn, this attack does 40 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.
Lucario (P6)	P6	P6_002	Fighting	Stage 1 - Riolu	90	Psychic +20		1	Rare	[C] Feint: 30 damage. This attack's damage isn't affected by Resistance. | [F][F] Aura Sphere: 40 damage. Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Manaphy (P6)	P6	P6_003	Water	Basic	70	Lightning +20		1	Rare	[C] Call for Family. Search your deck for a Basic Pokemon and put it onto your Bench. Shuffle your deck afterward. | [W][W] Aqua Ring: 30 damage. Switch Manaphy with 1 of your Benched Pokemon.
Pachirisu (P6)	P6	P6_004	Lightning	Basic	70	Fighting +20	Metal -20	1	Rare	[C] Minor Errand-Running: Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | [L] Thunder Jolt: 20 damage. Flip a coin. If tails, Pachirisu does 10 damage to itself.
Rampardos (P6)	P6	P6_005	Fighting	Stage 2 - Cranidos	120	Grass +30		1	Rare	[F][C] Assurance: 30 damage. As long as the Defending Pokemon's remaining HP is 60 or less, this attack's base damage is 60 instead of 30. | [F][F][F] Hasty Headbutt: 100 damage. Rampardos does 20 damage to itself. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.
Drifloon (P6)	P6	P6_006	Psychic	Basic	60	Darkness +10	Colorless -20	1	Uncommon	[P] Blowing Wind. Flip a coin. If heads, put 1 of your Benched Pokemon and all cards attached to it on top of your deck. Shuffle your deck afterward. | [P][C] Ominous Wind: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused and can't retreat during your opponent's next turn.
Gible (P6)	P6	P6_007	Colorless	Basic	50	Colorless +10		1	Uncommon	Oran Berry: Remove 1 damage counter from Gible at the end of your turn. | [C][C] Surprise Attack: 30 damage. Flip a coin. If tails, this attack does nothing.
Riolu (P6)	P6	P6_008	Fighting	Basic	60	Psychic +10		1	Uncommon	[F] Wild Kick: 30 damage. Flip a coin. If tails, this attack does nothing.
Pikachu (P6)	P6	P6_009	Lightning	Basic	50	Fighting +10	Metal -20	1	Uncommon	Oran Berry: Remove 1 damage counter from Pikachu at the end of your turn. | [L][C] Spark: 10 damage. Does 10 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Staravia (P6)	P6	P6_010	Colorless	Stage 1 - Starly	70	Lightning +20	Fighting -20	0	Uncommon	[C][C] Whirlwind: 20 damage. Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | [C][C] Clutch: 20 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Bidoof (P6)	P6	P6_011	Colorless	Basic	50	Fighting +10		1	Common	[C] Amnesia. Choose 1 of the Defending Pokemon's attack's. That Pokemon can't use that attack during your opponent's next turn. | [C] Scavenge. Search your discard pile for a Trainer card, show it to your opponent, and put it into your hand.
Buneary (P6)	P6	P6_012	Colorless	Basic	50	Fighting +10		1	Common	[C] Splash: 10 damage. | [C][C] Jump Kick: 10 damage. Does 10 damage to 1 of your opponent's Benched Pokemon. Don't apply Weakness and Resistance for Benched Pokemon.)
Cherubi (P6)	P6	P6_013	Grass	Basic	50	Fire +10	Water -20	1	Common	[G] Sleep Powder. The Defending Pokemon is now Asleep. | [G][C] Leech Seed: 20 damage. If this attack does any damage to the Defending Pokemon (after applying Weakness and Resistance), remove 1 damage counter from Cherubi.
Chimchar (P6)	P6	P6_014	Fire	Basic	50	Water +10		1	Common	[-] Scratch: 10 damage. | [R][C] Ember: 30 damage. Flip a coin. If heads discard a [R] Energy attached to Chimchar.
Piplup (P6)	P6	P6_015	Water	Basic	60	Lightning +10		1	Common	[-] Peck: 10 damage. | [W][C] Water Splash: 20+ damage. Flip a coin. If heads, this, attack does 20 damage plus 10 more damage.
Starly (P6)	P6	P6_016	Colorless	Basic	50	Lightning +10	Fighting -20	1	Common	[C] Gust: 10 damage. | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
Turtwig (P6)	P6	P6_017	Grass	Basic	60	Fire +10	Water -20	2	Common	[-] Tackle: 10 damage. | [G] Razor Leaf: 20 damage.
Ampharos (P7)	P7	P7_001	Lightning	Stage 2 - Flaaffy	130	Fighting +30	Metal -20	3	Rare	Poke-Body: Jamming. After your opponent plays a Support card from his or her hand, put 1 damage counter on each of your opponent's Pokemon. You can't use more than 1 Jamming Poke-Body each turn. | [L][C][C] Cluster Bolt: 70 damage. You may discard all [L] Energy attached to Ampharos. If you do, this attack does 20 damage to each of your opponent's Benched Pokemon that has any Energy cards attached to it. (Don't apply Weakness and Resistance for Benched Pokemon.)
Gallade (P7)	P7	P7_002	Fighting	Stage 2 - Kirlia	130	Psychic +30		2	Rare	[F][C] Sonic Blade. Put damage counters on the Defending Pokemon until it is 50 HP away from being Knocked Out. If you do, your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | [P][C][C] Psychic Cut: 60+ damage. You may choose as many of your face-down Prize cards as you like and put them face up. If you do, this attack does 60 damage plus 20 more damage for each Prize card you chose. (These cards remain face up for the rest of the game.)
Latias (P7)	P7	P7_003	Colorless	Basic	80	Colorless +20	Fighting -20	1	Rare	[C] Miraculous Light: 10 damage. Remove 2 damage counters and all Special Conditions from Latias. | [R][W][C] Mist Ball: 80 damage. Discard a [R] and a [W] Energy attached to Latias.
Latios (P7)	P7	P7_004	Colorless	Basic	90	Colorless +20	Fighting -20	2	Rare	[C] Energy Draw: 10 damage. Flip a coin. If heads, search your deck for a basic Energy card and attach it to Latios. Shuffle your deck afterward. | [G][L][C][C] Luster Purge: 120 damage. Discard 3 Energy attached to Latios.
Mothim (P7)	P7	P7_005	Grass	Stage 1 - Burmy	80	Fire +20	Fighting -20	0	Rare	[-] Silver Wind. During your next turn, if an attack does damage to the Defending Pokemon (after applying Weakness and Resistance), that attack does 40 more damage. | [G][C] Raging Scales: 30+ damage. If Mothim has any damage counters on it, this attack does 30 damage plus 40 more damage.
Delibird (P7)	P7	P7_006	Water	Basic	70	Metal +20		1	Uncommon	[-] Present. Flip a coin. If heads, search your deck for any 1 card and put it into your hand. Shuffle your deck afterward. | [W] Ice Ball: 20 damage.
Flaaffy (P7)	P7	P7_007	Lightning	Stage 1 - Mareep	80	Fighting +20	Metal -20	1	Uncommon	[C] Attract Current: 10 damage. Search your deck for a [L] Energy card and attach it to 1 of your Pokemon. Shuffle your deck afterward. | [L][L][C] Electromagnetic Kick: 60 damage. Flip a coin. If tails, Flaffy does 10 damage to itself.
Kirlia (P7)	P7	P7_008	Psychic	Stage 1 - Ralts	80	Psychic +20		1	Uncommon	[P] Psychic Research. Search your discard pile for a Supporter card and use the effect of that card as the effect of this attack. (The Supporter card remains in your discard pile.) | [P][C][C] Telekinesis. Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. This attack's damage isn't affected by Weakness or Resistance.
Stantler (P7)	P7	P7_009	Colorless	Basic	70	Fighting +20		1	Uncommon	[-] Lead. Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | [C][C] Frighten Horn: 20 damage. If the Defending Pokemon isn't an Evolved Pokemon, that Pokemon is now Confused.
Wormadam Sandy Cloak (P7)	P7	P7_010	Fighting	Stage 1 - Burmy Sandy Cloak	80	Fire +20	Lightning -20	1	Uncommon	Poke-Body: Sandy Cloak. Prevent all effects, excluding damage, done to Wormadam Sandy Cloak. | [F][C][C] Push Over: 40+ damage. Does 40 damage plus 10 more damage for each [F] Energy attached to Wormadam Sandy Cloak.
Burmy Plant Cloak (P7)	P7	P7_011	Grass	Basic	40	Fire +10		1	Common	Poke-Power: Wear Cloak. Once during your turn (before your attack), if Burmy Plant Cloak is your Active Pokemon, you may search your discard pile for a basic [G] Energy card and attach it to Burmy Plant Cloak. | [C] Plant Cloak Tackle: 10+ damage. If Burmy Plant Cloak has any [G] Energy attached to it, this attack does 10 damage plus 10 more damage.
Burmy Sandy Cloak (P7)	P7	P7_012	Grass	Basic	40	Fire +10		1	Common	Poke-Power: Wear Cloak. Once during your turn (before your attack), if Burmy Sandy Cloak is your Active Pokemon, you may search your discard pile for a basic [F] Energy card and attach it to Burmy Sandy Cloak. | [C] Sandy Cloak Tackle: 10+ damage. If Burmy Sandy Cloak has any [F] Energy attached to it, this attack does 10 damage plus 10 more damage.
Corsola (P7)	P7	P7_013	Water	Basic	70	Grass +20		1	Common	[C] Rally. Search your deck for up to 3 different types of Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | [W][C] Hook: 30 damage.
Mareep (P7)	P7	P7_014	Lightning	Basic	50	Fighting +10	Metal -20	1	Common	[L] Thundershock: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [L][C] Static Shock: 20 damage.
Ralts (P7)	P7	P7_015	Psychic	Basic	60	Psychic +10		1	Common	[C] Smack: 10 damage. | [P] Confuse Ray. Flip a coin. If heads, the Defending Pokemon is now Confused.
Sentret (P7)	P7	P7_016	Colorless	Basic	60	Fighting +10		1	Common	[C] Grope. Look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card on the bottom of your deck. | [C] Scratch: 10 damage.
Spinda (P7)	P7	P7_017	Colorless	Basic	70	Fighting +20		1	Common	[C] Dish Out. Draw a card from the top and the bottom of your deck. | [C] Synchro Punch: 10+ damage. If any basic Energy card attached to Spinda is the same type as any Energy attached to the Defending Pokemon, this attack does 10 damage plus 30 more damage.
Heatran (P8)	P8	P8_001	Fire	Basic	100	Water +30		3	Rare	[C][C] Body Slam: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [R][R][R][C] Fire Spin: 90 damage. Discard 2 Basic Energy cards attached to Heatran. (If you can't discard cards, this attack does nothing.
Lucario (P8)	P8	P8_002	Fighting	Stage 1 - Riolu	90	Psychic +20		1	Rare	[M][C] Blocking Punch: 40 damage. During your opponent's next turn, any damage done to Lucario by attacks is reduced by 20 (after Weakness and Resistance). | [F][C][C] Striking Kick: 60 damage. This attack's damage isn't affected by Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.
Luxray (P8)	P8	P8_003	Lightning	Stage 2 - Luxio	120	Fighting +30	Metal -20	1	Rare	Poke-Body: Intimidating Fang. As long as Luxray is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 (before applying Weakness and Resistance). | [L][L][L][C] Thunder: 120 damage. Flip a coin. If tails, Luxray does 40 damage to itself.
Probopass (P8)	P8	P8_004	Metal	Stage 1 - Nosepass	90	Fire +30	Psychic -20	3	Rare	[F][C] Rock Slide: 20 damage. Does 10 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [M][C][C] Triple Nose: 50+ damage. Flip 3 coins. This attack does 50 damage plus 20 more damage for each heads.
Yanmega (P8)	P8	P8_005	Grass	Stage 1 - Yanma	90	Lightning +20	Fighting -20	0	Rare	[G] Supersonic. Flip a coin. If heads, the Defending Pokemon is now Confused. | [C][C][C][C] Air Slash: 70 damage. Flip a coin. If tails, discard an Energy attached to Yanmega.
Cherrim (P8)	P8	P8_006	Grass	Stage 1 - Cherubi	80	Fire +20	Water -20	2	Uncommon	[G] Worry Seed: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Confused. | [G][G] Magical Leaf: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage and remove 3 damage counters from Cherrim.
Carnivine (P8)	P8	P8_007	Grass	Basic	70	Fire +20	Water -20	1	Uncommon	[G][C] Swallow Up: 30 damage. Before doing damage, count the remaining HP of the Defending Pokemon and Carnivine. If the Defending Pokemon has fewer remaining HP than Carnivine's, this attack does 60 damage instead. | [G][G] Wring Out: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed and discard an Energy card attached to the Defending Pokemon.
Luxio (P8)	P8	P8_008	Lightning	Stage 1 - Shinx	80	Fighting +20	Metal -20	0	Uncommon	[C] Fasten Claw: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 30 more damage. | [L][L] Thunder Fang: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Night Maintenance (P8)	P8	P8_009		Trainer					Uncommon	Search your discard for up to 3 in any combination of Pokemon and basic Energy cards. Show them to your opponent and shuffle them into your deck.
Rare Candy (P8)	P8	P8_010		Trainer					Uncommon	Choose 1 of your Basic Pokemon in play. If you have a Stage 1 or Stage 2 card that evolves from that Pokemon in your hand, put that card on the Basic Pokemon. (This counts as evolving that Pokemon.)
Roseanne's Research (P8)	P8	P8_011		Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Search your deck for up to 2 in any combination of Basic Pokemon and basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.
Chimchar (P8)	P8	P8_012	Fire	Basic	50	Water +10		1	Common	[-] Scratch: 10 damage. | [R][C] Ember: 30 damage. Flip a coin. If tails, discard a [R] Energy attached to Chimchar.
Croagunk (P8)	P8	P8_013	Psychic	Basic	60	Psychic +10		1	Common	[C] Ghastly Sound. Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn. | [P][P] Finger Poke: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned.
Happiny (P8)	P8	P8_014	Colorless	Basic	60	Fighting +10		1	Common	Poke-Power: Baby Evolution. Once during your turn (before your attack), you may put Chansey from your hand onto Happiny (this counts as evolving Happiny) and remove all damage counters from Happiny. | [-] Lively: Remove 2 damage counters from 1 of your Pokemon.
